OBJECTID1,CountyName,StateAbbr,asd_code,asd_desc,county_code,BeefCows,Hogs,MilkCows,OtherCattle,CornAcresPlanted,CornGrainAcresHarvested,CornGrainYield_bupacre,CornSilageAcresHarvested,CornSilageYield_tonspacre,SoybeansAcresHarvested,SoybeansAcresPlanted,SoybeansYield_bupacre,Year,MEAN_Nrate_lbperac,CommercialN_kg_ha,ManureN_kg_ha,GrainN_kg_ha,FixatedN_kg_ha,NitrogenSurplus_kg_ha
1168,Iowa,IA,60,EAST CENTRAL,95,14949.2,120593,498.4,29536.4,121500,118000,192.1,,,101000,101500,53.4,1/1/2014 0:00,48.66221163,54.55034,34.23379,182.6567,86.57813,-7.29444
1169,Iowa,IA,60,EAST CENTRAL,95,14565.8,123001,408.6,27961.6,123500,119700,199.3,,,101500,102000,56.2,1/1/2015 0:00,52.77015804,59.15535,33.20022,190.8685,92.8877,-5.62523
1170,Iowa,IA,60,EAST CENTRAL,95,14182.4,125409,318.8,26386.8,131000,129600,210.6,,,95600,97000,57.4,1/1/2016 0:00,56.06242201,62.84597,32.18932,194.6388,90.12605,-9.47746
1171,Iowa,IA,60,EAST CENTRAL,95,13799,127817,229,24812,124000,123000,216.7,,,102400,103000,56.7,1/1/2017 0:00,57.02932509,63.92987,31.68142,198.4488,94.40517,-8.43234
1172,Iowa,IA,60,EAST CENTRAL,95,13415.6,130225,139.2,23237.2,125500,123100,211.7,,,95200,97100,56,1/1/2018 0:00,51.6711781,57.92339,31.64509,193.5256,89.10575,-14.85137
1173,Iowa,IA,60,EAST CENTRAL,95,13032.2,132633,49.4,21662.4,115500,110800,190.6,,,92800,94500,52.3,1/1/2019 0:00,52.24511914,58.56678,32.84149,179.4221,82.9209,-5.09293
1174,Washington,IA,90,SOUTHEAST,183,9554,431646,1391,0,120800,119000,142.9,1400,18.1,105600,106600,49.6,1/1/1997 0:00,56.04497643,62.82642,53.03445,156.447,79.53779,38.95166
1175,Washington,IA,90,SOUTHEAST,183,9522,430770,1418.8,2908.6,120400,117900,134.7,2200,13.1,102400,103000,50.8,1/1/1998 0:00,57.70341361,64.68552,55.03076,155.0218,81.21908,45.91356
1176,Washington,IA,90,SOUTHEAST,183,9490,429894,1446.6,5817.2,113000,110500,143.7,2400,17.6,104800,105000,45.4,1/1/1999 0:00,55.98268659,62.75659,57.46656,149.7381,70.78477,41.26982
1177,Washington,IA,90,SOUTHEAST,183,9458,429018,1474.4,8725.8,113000,110800,144.1,2000,14.9,103800,104000,40.7,1/1/2000 0:00,57.66535833,64.64287,58.80898,139.8331,58.25502,41.87377
1178,Washington,IA,90,SOUTHEAST,183,9426,428142,1502.2,11634.4,101000,98600,148.1,1800,19.4,102100,103000,45.3,1/1/2001 0:00,51.53761537,57.77367,63.70288,153.0737,73.92876,42.33161
1179,Washington,IA,90,SOUTHEAST,183,9394,427266,1530,14543,118000,116500,167.4,1400,17.9,95600,96000,48.5,1/1/2002 0:00,49.67459583,55.68522,61.81882,162.1872,73.44598,28.76282
1180,Washington,IA,90,SOUTHEAST,183,10343.6,460539,1401.4,14663,116000,113600,161.5,2200,18.6,97500,98000,33.1,1/1/2003 0:00,51.09113411,57.27316,66.14394,130.166,36.84647,30.09757
1181,Washington,IA,90,SOUTHEAST,183,11293.2,493812,1272.8,14783,116000,114000,181.9,1500,17.3,94100,95000,52.5,1/1/2004 0:00,58.89550823,66.02187,71.47099,175.9786,83.45142,44.96568
1182,Washington,IA,90,SOUTHEAST,183,12242.8,527085,1144.2,14903,115000,113000,153,1400,16.8,93000,93500,50.2,1/1/2005 0:00,61.07173801,68.46142,76.76717,159.7018,77.54207,63.06886
1183,Washington,IA,90,SOUTHEAST,183,13192.4,560358,1015.6,15023,111500,109900,184.4,1100,20.5,95000,95500,49.2,1/1/2006 0:00,57.13902337,64.05285,81.79484,171.4315,77.28026,51.69645
1184,Washington,IA,90,SOUTHEAST,183,14142,593631,887,15143,130000,128300,174.1,1200,20.3,78100,78500,50.8,1/1/2007 0:00,61.34130573,68.7636,85.6456,162.8856,66.32352,57.84712
1185,Washington,IA,90,SOUTHEAST,183,12896.4,672259.6,830.2,14152.2,122000,120000,180,,,87100,88000,50.5,1/1/2008 0:00,70.38744348,78.90433,92.88698,168.6581,73.13918,76.27239
1186,Washington,IA,90,SOUTHEAST,183,11650.8,750888.2,773.4,13161.4,128000,126000,171.1,,,84700,85500,53,1/1/2009 0:00,56.02715872,62.80645,99.08863,167.4806,75.30942,69.7239
1187,Washington,IA,90,SOUTHEAST,183,10405.2,829516.8,716.6,12170.6,124500,121000,132.5,,,90000,91000,46.9,1/1/2010 0:00,58.32533303,65.3827,105.8217,142.3767,65.48312,94.31082
1188,Washington,IA,90,SOUTHEAST,183,9159.6,908145.4,659.8,11179.8,129500,125400,156.3,,,86500,87300,55.5,1/1/2011 0:00,65.00603415,72.87177,112.794,166.0167,81.16726,100.8163
1189,Washington,IA,90,SOUTHEAST,183,7914,986774,603,10189,128500,125000,132.1,,,88600,88900,51.6,1/1/2012 0:00,58.69521886,65.79734,120.0685,149.3758,73.80418,110.2942
1190,Washington,IA,90,SOUTHEAST,183,8306,1055828.8,668.8,10088,123000,120200,159,,,91600,92000,45.1,1/1/2013 0:00,56.76323642,63.63159,129.4923,150.7809,62.19228,104.5353
1191,Washington,IA,90,SOUTHEAST,183,8698,1124883.6,734.6,9987,120000,116000,191.3,,,93400,95500,54,1/1/2014 0:00,49.67602879,55.68683,137.2565,182.1537,85.73286,96.52249
1192,Washington,IA,90,SOUTHEAST,183,9090,1193938.4,800.4,9886,118000,116000,195,,,96000,96500,58.9,1/1/2015 0:00,51.36847505,57.58406,145.9987,193.8197,98.95306,108.7161
1193,Washington,IA,90,SOUTHEAST,183,9482,1262993.2,866.2,9785,120000,116400,208.2,,,93300,94000,55.8,1/1/2016 0:00,54.55651126,61.15785,154.4611,192.4471,89.25256,112.4244
1194,Washington,IA,90,SOUTHEAST,183,9874,1332048,932,9684,121500,119700,220.4,,,93600,94200,61.7,1/1/2017 0:00,55.49464714,62.2095,161.3009,208.1364,102.6685,118.0425
1195,Washington,IA,90,SOUTHEAST,183,10266,1401102.8,997.8,9583,120000,117900,214.3,,,90600,93600,61.5,1/1/2018 0:00,50.31027574,56.39782,171.0232,204.7691,102.5437,125.1956
1196,Washington,IA,90,SOUTHEAST,183,10658,1470157.6,1063.6,9482,119000,114400,178.9,,,88700,89600,54.7,1/1/2019 0:00,50.86476304,57.0194,183.454,177.4522,84.72254,147.7437
1197,Dickinson,IA,10,NORTHWEST,59,4134,45433,616,0,83900,80600,128.8,3000,17.5,83800,84500,41,1/1/1997 0:00,61.95834413,69.45531,10.56427,136.7184,61.8061,5.10728
1198,Dickinson,IA,10,NORTHWEST,59,4028.6,43293.4,530.8,4262.2,86300,84200,152,2100,18.2,89400,90100,50.3,1/1/1998 0:00,59.37039634,66.55421,11.73331,166.0909,88.59595,0.79257
1199,Dickinson,IA,10,NORTHWEST,59,3923.2,41153.8,445.6,8524.4,87000,84800,150.7,2100,16.5,87900,88000,43.6,1/1/1999 0:00,59.63719041,66.85329,13.48849,150.317,69.00742,-0.9678
1200,Dickinson,IA,10,NORTHWEST,59,3817.8,39014.2,360.4,12786.6,89000,86100,150.9,2000,13.2,85900,86000,45.5,1/1/2000 0:00,61.75906972,69.23192,15.14981,153.7485,72.48735,3.12058
1201,Dickinson,IA,10,NORTHWEST,59,3712.4,36874.6,275.2,17048.8,87000,84500,129.7,1900,18.2,93100,95000,40.2,1/1/2001 0:00,53.87632779,60.39536,16.16455,136.4044,62.03605,2.19156
1202,Dickinson,IA,10,NORTHWEST,59,3607,34735,190,21311,90500,86500,144.5,3100,16.8,81700,82000,45.9,1/1/2002 0:00,56.45765314,63.28903,18.74017,150.9964,71.14558,2.17838
1203,Dickinson,IA,10,NORTHWEST,59,3419,35355.6,445.4,21661.2,89000,85000,160.6,3000,20.3,86700,87000,34.9,1/1/2003 0:00,60.88532985,68.25246,18.74988,134.7327,44.58387,-3.14649
1204,Dickinson,IA,10,NORTHWEST,59,3231,35976.2,700.8,22011.4,93000,90000,188.8,2500,16.8,82700,83000,44.4,1/1/2004 0:00,64.14945512,71.91154,19.13226,164.3814,66.75652,-6.58108
1205,Dickinson,IA,10,NORTHWEST,59,3043,36596.8,956.2,22361.6,93000,90000,170.4,2600,16.7,82100,82500,49.2,1/1/2005 0:00,67.81350087,76.01894,19.57024,167.0173,78.74308,7.31496
1206,Dickinson,IA,10,NORTHWEST,59,2855,37217.4,1211.6,22711.8,91000,89500,159,,,82200,82500,48.1,1/1/2006 0:00,60.61104527,67.94498,20.18372,160.4946,76.82279,4.45689
1207,Dickinson,IA,10,NORTHWEST,59,2667,37838,1467,23062,97500,95700,165.8,,,74800,75000,51,1/1/2007 0:00,75.58880279,84.73505,20.69087,165.2237,77.06087,17.26309
1208,Dickinson,IA,10,NORTHWEST,59,2133.6,38913.6,1173.6,22192,89000,87500,168,,,82300,82500,44,1/1/2008 0:00,78.16768908,87.62598,19.78502,155.9071,67.0551,18.559
1209,Dickinson,IA,10,NORTHWEST,59,1600.2,39989.2,880.2,21322,94000,93000,185.3,,,82500,83000,49.5,1/1/2009 0:00,66.96134317,75.06367,18.17563,172.8763,79.30955,-0.32745
1210,Dickinson,IA,10,NORTHWEST,59,1066.8,41064.8,586.8,20452,92500,91000,181,,,86500,87000,50.2,1/1/2010 0:00,56.91305965,63.79954,16.94174,174.0187,83.80822,-9.4692
1211,Dickinson,IA,10,NORTHWEST,59,533.4,42140.4,293.4,19582,99000,97300,169.3,1000,13.5,78600,79200,48.1,1/1/2011 0:00,63.54463945,71.23354,16.07743,161.8669,71.80474,-2.75119
1212,Dickinson,IA,10,NORTHWEST,59,0,43216,0,18712,97500,95400,160.9,1380,17.5,80100,80300,48.2,1/1/2012 0:00,63.2356065,70.88712,15.12347,159.4625,73.20999,-0.24192
1213,Dickinson,IA,10,NORTHWEST,59,0,54971.2,0,18531.4,99000,93000,162.4,,,73400,73700,44.7,1/1/2013 0:00,64.96181334,72.82219,17.13621,152.0872,61.10144,-1.02736
1214,Dickinson,IA,10,NORTHWEST,59,0,66726.4,0,18350.8,94500,92300,157.9,,,79600,80100,44,1/1/2014 0:00,56.58765691,63.43476,18.49881,150.4858,63.94849,-4.60374
1215,Dickinson,IA,10,NORTHWEST,59,0,78481.6,0,18170.2,93500,91700,194.5,,,79000,79300,56.4,1/1/2015 0:00,58.18431802,65.22462,20.25673,189.7285,94.73596,-9.51119
1216,Dickinson,IA,10,NORTHWEST,59,0,90236.8,0,17989.6,92000,89000,188,,,79500,79800,56.1,1/1/2016 0:00,61.6988715,69.16444,21.94897,187.4659,95.13479,-1.2177
1217,Dickinson,IA,10,NORTHWEST,59,0,101992,0,17809,91000,89800,196.2,,,80000,80400,57.7,1/1/2017 0:00,62.74367719,70.33566,23.57819,193.854,100.1316,0.19145
1218,Dickinson,IA,10,NORTHWEST,59,0,113747.2,0,17628.4,90000,86800,160.4,,,85000,86200,49.8,1/1/2018 0:00,57.08521189,63.99252,24.4709,166.0685,83.53474,5.92966
1219,Dickinson,IA,10,NORTHWEST,59,0,125502.4,0,17447.8,94000,91700,170,,,75100,75600,51.3,1/1/2019 0:00,57.88703707,64.89137,27.01794,168.6302,79.72858,3.00769
1220,Dubuque,IA,30,NORTHEAST,61,16797,255107,27852,0,130200,119200,138.5,10600,18,20600,21300,50.4,1/1/1997 0:00,50.06064743,56.11798,89.8317,119.4259,24.4628,50.98658
1221,Dubuque,IA,30,NORTHEAST,61,16336,238854.4,26450.4,13640.2,130700,123200,156.7,7500,15.9,24700,24800,53.6,1/1/1998 0:00,49.44963419,55.43304,90.58797,135.2014,30.50916,41.32877
1222,Dubuque,IA,30,NORTHEAST,61,15875,222601.8,25048.8,27280.4,124000,118800,150.6,5100,20.8,33900,34000,56,1/1/1999 0:00,51.39111337,57.60944,92.17314,140.285,43.95755,53.45513
1223,Dubuque,IA,30,NORTHEAST,61,15414,206349.2,23647.2,40920.6,124000,117900,151.3,5600,16.8,36900,37000,53.3,1/1/2000 0:00,51.67569172,57.92845,93.41791,140.0293,43.58998,54.90704
1224,Dubuque,IA,30,NORTHEAST,61,14953,190096.6,22245.6,54560.8,115000,108500,157.9,5800,20.3,43600,44000,48.2,1/1/2001 0:00,47.20698976,52.91904,97.59251,142.8898,44.85823,52.47998
1225,Dubuque,IA,30,NORTHEAST,61,14492,173844,20844,68201,115800,106500,173.7,9000,18.2,36900,37000,51.8,1/1/2002 0:00,42.24446656,47.35605,104.6737,152.9128,43.96543,43.08238
1226,Dubuque,IA,30,NORTHEAST,61,14125.4,179008.2,20471.2,76045.2,124000,112000,157.1,11000,19.5,36900,37000,34,1/1/2003 0:00,46.80640549,52.46998,103.6507,123.783,19.60923,51.94691
1227,Dubuque,IA,30,NORTHEAST,61,13758.8,184172.4,20098.4,83889.4,127000,118000,183,7500,21.9,34600,35000,49.9,1/1/2004 0:00,51.29076605,57.49695,107.2925,153.5004,37.00768,48.29673
1228,Dubuque,IA,30,NORTHEAST,61,13392.2,189336.6,19725.6,91733.6,131000,122000,183,7800,20,34300,34500,59.7,1/1/2005 0:00,52.25468131,58.5775,109.2145,162.1793,46.75282,52.36552
1229,Dubuque,IA,30,NORTHEAST,61,13025.6,194500.8,19352.8,99577.8,128000,118200,182.6,9600,18.2,33800,34000,55.7,1/1/2006 0:00,50.52311851,56.63642,115.8557,158.475,42.53176,56.54888
1230,Dubuque,IA,30,NORTHEAST,61,12659,199665,18980,107422,138500,127000,182,11000,20.8,26600,26700,54.2,1/1/2007 0:00,45.59238173,51.10906,117.8102,151.8491,31.44221,48.51237
1231,Dubuque,IA,30,NORTHEAST,61,12788.2,187186.2,18891.6,106346.4,135500,120000,158,10300,20.5,33200,33500,44.5,1/1/2008 0:00,55.50308606,62.21896,112.8136,133.166,28.16709,70.03365
1232,Dubuque,IA,30,NORTHEAST,61,12917.4,174707.4,18803.2,105270.8,137500,124500,183.8,,,33200,34000,51,1/1/2009 0:00,40.42173329,45.31276,108.8557,153.6804,35.13796,35.62602
1233,Dubuque,IA,30,NORTHEAST,61,13046.6,162228.6,18714.8,104195.2,141000,131000,170.4,,,32700,33400,54.3,1/1/2010 0:00,59.37166689,66.55564,104.7707,147.6776,37.36089,61.00963
1234,Dubuque,IA,30,NORTHEAST,61,13175.8,149749.8,18626.4,103119.6,149500,141100,185.1,,,31100,31400,59.1,1/1/2011 0:00,82.6157608,92.61227,98.81297,158.2707,38.36632,71.52086
1235,Dubuque,IA,30,NORTHEAST,61,13305,137271,18538,102044,150500,140400,149.4,,,33900,34000,54.2,1/1/2012 0:00,74.0650049,83.02687,94.73454,134.4999,35.85044,79.11195
1236,Dubuque,IA,30,NORTHEAST,61,13570.8,138001.2,19293.6,100485,149500,136900,196,,,34100,34200,57.2,1/1/2013 0:00,72.50496066,81.27806,95.45423,165.3091,39.23809,50.66128
1237,Dubuque,IA,30,NORTHEAST,61,13836.6,138731.4,20049.2,98926,146000,133900,184.9,,,38100,38300,55.1,1/1/2014 0:00,66.7788211,74.85906,95.44959,159.1395,41.43951,52.60866
1238,Dubuque,IA,30,NORTHEAST,61,14102.4,139461.6,20804.8,97367,150500,137600,197,,,37800,38000,59.1,1/1/2015 0:00,71.40477704,80.04475,93.62217,169.2783,44.55858,48.9472
1239,Dubuque,IA,30,NORTHEAST,61,14368.2,140191.8,21560.4,95808,151500,144600,211.5,,,39100,39200,57.8,1/1/2016 0:00,75.7357787,84.89981,92.83795,176.2521,43.99061,45.47627
1240,Dubuque,IA,30,NORTHEAST,61,14634,140922,22316,94249,151500,134100,215.1,,,40400,40600,59.6,1/1/2017 0:00,77.14598696,86.48065,92.45506,181.8149,47.2865,44.40731
1241,Dubuque,IA,30,NORTHEAST,61,14899.8,141652.2,23071.6,92690,149000,141400,211.8,,,40900,41200,62,1/1/2018 0:00,70.44535551,78.96925,93.67526,181.5404,51.27544,42.37955
1242,Dubuque,IA,30,NORTHEAST,61,15165.6,142382.4,23827.2,91131,151000,141300,216.4,,,36100,36500,60.2,1/1/2019 0:00,71.14628237,79.75498,95.32508,180.383,44.1857,38.88276
1243,Webster,IA,50,CENTRAL,187,3880,150451,292,0,190400,188800,147.7,1000,19.3,195400,197200,46,1/1/1997 0:00,65.17892138,73.06557,10.94548,154.4494,76.42094,5.98259
1244,Webster,IA,50,CENTRAL,187,3723.6,149683.6,276.8,821.8,191300,189300,131.5,800,19.6,192200,193100,45.7,1/1/1998 0:00,62.32658407,69.8681,11.11264,147.4212,74.64021,8.19975
1245,Webster,IA,50,CENTRAL,187,3567.2,148916.2,261.6,1643.6,186000,184700,155.7,1100,21.5,185400,186000,45.5,1/1/1999 0:00,63.33443822,70.9979,11.56163,155.651,73.75166,0.66019
1246,Webster,IA,50,CENTRAL,187,3410.8,148148.8,246.4,2465.4,189000,187200,159.8,1200,18.2,179900,180000,46.1,1/1/2000 0:00,62.65692329,70.23841,11.73485,157.5883,73.53529,-2.07975
1247,Webster,IA,50,CENTRAL,187,3254.4,147381.4,231.2,3287.2,186000,183800,154.3,1100,22.2,182900,184000,43.4,1/1/2001 0:00,55.67831257,62.41539,11.78213,150.4482,67.7067,-8.54398
1248,Webster,IA,50,CENTRAL,187,3098,146614,216,4109,187000,184500,181.6,1600,28.1,175200,176000,50,1/1/2002 0:00,56.71419309,63.57661,12.08986,173.8067,83.31313,-14.8271
1249,Webster,IA,50,CENTRAL,187,3186.8,150041.2,222.8,4801.8,187000,184000,174.5,2500,19.6,175100,176000,35.4,1/1/2003 0:00,60.99207772,68.37212,12.52324,140.5147,45.04049,-14.57885
1250,Webster,IA,50,CENTRAL,187,3275.6,153468.4,229.6,5494.6,194000,193000,192.3,800,20.6,168300,169000,48.1,1/1/2004 0:00,65.35766035,73.26594,12.95662,172.5153,75.21695,-11.07579
1251,Webster,IA,50,CENTRAL,187,3364.4,156895.6,236.4,6187.4,200000,198500,190.1,900,21.1,163200,164000,51.1,1/1/2005 0:00,69.1219245,77.48568,13.35321,176.5029,80.09898,-5.56503
1252,Webster,IA,50,CENTRAL,187,3453.2,160322.8,243.2,6880.2,198000,197000,173.3,900,18.8,162600,163000,49.2,1/1/2006 0:00,64.22313312,71.99413,13.89996,166.0653,75.6338,-4.53741
1253,Webster,IA,50,CENTRAL,187,3542,163750,250,7573,223500,221500,182.6,1000,20.2,136900,137000,51.1,1/1/2007 0:00,81.94833585,91.86408,14.35563,167.591,67.56158,6.19029
1254,Webster,IA,50,CENTRAL,187,2833.6,168119.2,200,7242.2,221500,217000,167,,,140900,142000,47.5,1/1/2008 0:00,78.52461439,88.02609,14.1613,155.4776,61.84585,8.55564
1255,Webster,IA,50,CENTRAL,187,2125.2,172488.4,150,6911.4,215000,212500,177.3,,,144200,148500,48,1/1/2009 0:00,68.65795702,76.96557,14.08545,161.7462,65.78121,-4.91397
1256,Webster,IA,50,CENTRAL,187,1416.8,176857.6,100,6580.6,212000,210500,168.4,,,150600,151000,45.5,1/1/2010 0:00,73.59161066,82.49619,14.0289,154.3796,61.35814,3.50363
1257,Webster,IA,50,CENTRAL,187,708.4,181226.8,50,6249.8,217500,215500,190.6,,,144400,145500,51.9,1/1/2011 0:00,86.11204706,96.5316,13.95295,174.1505,72.9929,9.32695
1258,Webster,IA,50,CENTRAL,187,0,185596,0,5919,228500,224500,149.2,,,132500,133000,46.7,1/1/2012 0:00,90.1703855,101.081,13.93457,144.0894,56.65518,27.58135
1259,Webster,IA,50,CENTRAL,187,0,183195.6,0,6109.6,210000,206000,137.6,,,144400,145000,39.1,1/1/2013 0:00,76.31429782,85.54832,14.07201,129.2646,46.11436,16.47009
1260,Webster,IA,50,CENTRAL,187,0,180795.2,0,6300.2,216000,213500,190,,,150500,151500,52.4,1/1/2014 0:00,71.12290643,79.72878,13.47967,175.7859,76.18671,-6.39074
1261,Webster,IA,50,CENTRAL,187,0,178394.8,0,6490.8,209500,206000,201,,,157200,158000,54.9,1/1/2015 0:00,72.12194131,80.84869,13.36597,186.7056,85.26669,-7.22425
1262,Webster,IA,50,CENTRAL,187,0,175994.4,0,6681.4,230000,227500,200.8,,,144000,144500,58.4,1/1/2016 0:00,77.06706332,86.39218,13.00456,188.5022,83.82518,-5.28028
1263,Webster,IA,50,CENTRAL,187,0,173594,0,6872,203000,201000,197.9,,,159500,160500,57.9,1/1/2017 0:00,78.57520188,88.0828,13.28314,191.9796,94.73077,4.11711
1264,Webster,IA,50,CENTRAL,187,0,171193.6,0,7062.6,200000,193000,188.1,,,155400,157000,51.1,1/1/2018 0:00,70.66340637,79.21368,13.40795,175.2737,78.18365,-4.46842
1265,Webster,IA,50,CENTRAL,187,0,168793.2,0,7253.2,209500,207500,202.9,,,145000,146000,49.1,1/1/2019 0:00,71.50535407,80.1575,13.34698,175.3881,68.57168,-13.31194
1266,Scott,IA,60,EAST CENTRAL,163,5635,102675,844,0,119400,117400,144.4,1600,18.1,73800,74600,52.7,1/1/1997 0:00,54.39588703,60.97779,17.61863,153.2169,71.68958,-2.9309
1267,Scott,IA,60,EAST CENTRAL,163,5473.4,103137.2,801.2,3045,116300,114500,169.6,1600,14.1,73100,73300,55.7,1/1/1998 0:00,53.43293223,59.89832,19.33464,170.0801,78.34569,-12.50145
1268,Scott,IA,60,EAST CENTRAL,163,5311.8,103599.4,758.4,6090,109000,106700,164.1,2200,20,76900,77000,56.4,1/1/1999 0:00,54.31586066,60.88808,21.04129,172.3056,85.46007,-4.91616
1269,Scott,IA,60,EAST CENTRAL,163,5150.2,104061.6,715.6,9135,108000,104900,152.7,2400,18.8,80800,81000,49.3,1/1/2000 0:00,54.21173612,60.77135,22.01859,156.2113,72.02086,-1.4005
1270,Scott,IA,60,EAST CENTRAL,163,4988.6,104523.8,672.8,12180,106000,103400,173.6,2000,23.4,81500,82000,53.6,1/1/2001 0:00,47.70773619,53.48037,23.45397,173.5869,83.4382,-13.21436
1271,Scott,IA,60,EAST CENTRAL,163,4827,104986,630,15225,109000,106000,195.3,2000,27.5,78800,79000,54,1/1/2002 0:00,47.37609065,53.1086,24.77223,182.0718,81.29436,-22.89661
1272,Scott,IA,60,EAST CENTRAL,163,5090.6,108129.6,733.2,14558.4,114000,110000,180.9,2500,24.8,72700,73000,37.7,1/1/2003 0:00,52.6925072,59.0683,25.29456,145.2337,41.11865,-19.75219
1273,Scott,IA,60,EAST CENTRAL,163,5354.2,111273.2,836.4,13891.8,113000,110500,191.9,1500,19.3,73100,73500,52.2,1/1/2004 0:00,52.10664143,58.41154,25.75327,174.9913,72.40755,-18.41894
1274,Scott,IA,60,EAST CENTRAL,163,5617.8,114416.8,939.6,13225.2,115000,112000,148.9,2400,17.1,68100,68500,51,1/1/2005 0:00,57.25808512,64.18631,26.5716,151.5805,66.16316,5.34057
1275,Scott,IA,60,EAST CENTRAL,163,5881.4,117560.4,1042.8,12558.6,104500,100800,170.5,2400,18.5,75900,76500,55.1,1/1/2006 0:00,53.98745568,60.51994,27.3414,173.9027,84.27989,-1.76147
1276,Scott,IA,60,EAST CENTRAL,163,6145,120704,1146,11892,125000,122600,182.2,2000,21.5,58400,58500,52.2,1/1/2007 0:00,61.39069907,68.81898,27.36619,163.8932,58.57269,-9.13534
1277,Scott,IA,60,EAST CENTRAL,163,6087.4,130362.2,1049.8,11902,114000,110500,184,,,68200,68700,51,1/1/2008 0:00,64.8856219,72.73679,28.63862,168.0399,66.6469,-0.01759
1278,Scott,IA,60,EAST CENTRAL,163,6029.8,140020.4,953.6,11912,115500,114000,184.1,,,66200,66500,54,1/1/2009 0:00,53.78661002,60.29479,29.90581,171.6421,70.68731,-10.75419
1279,Scott,IA,60,EAST CENTRAL,163,5972.2,149678.6,857.4,11922,113000,110500,151.9,,,66700,67500,52.4,1/1/2010 0:00,62.90551858,70.51709,31.32098,155.0472,69.11153,15.9024
1280,Scott,IA,60,EAST CENTRAL,163,5914.6,159336.8,761.2,11932,118000,114000,174.2,150,22,62800,63200,64,1/1/2011 0:00,77.12902307,86.46163,32.36213,181.0337,86.3338,24.12386
1281,Scott,IA,60,EAST CENTRAL,163,5857,168995,665,11942,115500,112200,131.7,,,66900,67100,49.7,1/1/2012 0:00,68.35573955,76.62679,33.26724,141.0089,62.54754,31.43267
1282,Scott,IA,60,EAST CENTRAL,163,5561.8,186363.4,634.4,12653.8,112000,108000,167.8,,,66000,67100,54.2,1/1/2013 0:00,64.90068558,72.75367,36.3721,165.6227,72.88511,16.38818
1283,Scott,IA,60,EAST CENTRAL,163,5266.6,203731.8,603.8,13365.6,108000,105700,194.5,,,73100,73400,59.7,1/1/2014 0:00,54.53340845,61.13195,38.33455,190.2094,90.74976,0.00686
1284,Scott,IA,60,EAST CENTRAL,163,4971.4,221100.2,573.2,14077.4,110500,107500,195.9,,,71600,71900,61.1,1/1/2015 0:00,60.24301023,67.53242,40.53472,192.2177,91.39158,7.24102
1285,Scott,IA,60,EAST CENTRAL,163,4676.2,238468.6,542.6,14789.2,107000,104500,216,,,71500,71800,64.4,1/1/2016 0:00,64.273469,72.05056,43.80972,207.5899,100.2667,8.53708
1286,Scott,IA,60,EAST CENTRAL,163,4381,255837,512,15501,108500,106500,220,,,70000,70400,63.4,1/1/2017 0:00,65.51599239,73.44343,46.24272,206.5395,96.12912,9.27577
1287,Scott,IA,60,EAST CENTRAL,163,4085.8,273205.4,481.4,16212.8,110500,108000,214,,,67600,68600,63.7,1/1/2018 0:00,59.10423375,66.25584,48.64582,203.0244,94.18794,6.0652
1288,Scott,IA,60,EAST CENTRAL,163,3790.6,290573.8,450.8,16924.6,105500,104100,189.3,,,66800,67300,60.5,1/1/2019 0:00,59.78446605,67.01839,52.96362,187.1811,89.03359,21.8345
1289,Muscatine,IA,60,EAST CENTRAL,139,6633,68375,1046,0,91300,88800,131,2200,19.1,73100,73700,46.9,1/1/1997 0:00,51.35567199,57.56971,16.69648,144.3577,69.26579,-0.82572
1290,Muscatine,IA,60,EAST CENTRAL,139,6653.4,63792,998.6,2115,89700,87700,142.5,1600,20.1,74000,74300,49.5,1/1/1998 0:00,52.43170638,58.77594,17.20933,154.7404,76.62414,-2.13099
1291,Muscatine,IA,60,EAST CENTRAL,139,6673.8,59209,951.2,4230,87000,84700,149.5,2200,16.5,76900,77000,46.9,1/1/1999 0:00,51.91283312,58.19429,17.62036,154.0923,72.80851,-5.46914
1292,Muscatine,IA,60,EAST CENTRAL,139,6694.2,54626,903.8,6345,90000,87000,145.7,2200,19.5,75900,76000,41.9,1/1/2000 0:00,53.25407235,59.69781,17.81415,141.6567,58.62042,-5.52432
1293,Muscatine,IA,60,EAST CENTRAL,139,6714.6,50043,856.4,8460,85000,82500,150.3,2000,20.1,77500,78000,45.8,1/1/2001 0:00,48.12787626,53.95135,18.55558,152.88,71.36059,-9.01248
1294,Muscatine,IA,60,EAST CENTRAL,139,6735,45460,809,10575,89000,86000,170.9,2000,22,72800,73000,49.3,1/1/2002 0:00,45.59642234,51.11359,19.08623,165.8229,75.72563,-19.89745
1295,Muscatine,IA,60,EAST CENTRAL,139,6635.4,48644.8,851.4,10779.2,88500,84500,168,3000,22.7,74700,75000,35.2,1/1/2003 0:00,50.3275152,56.41714,19.46001,137.1304,42.11682,-19.13643
1296,Muscatine,IA,60,EAST CENTRAL,139,6535.8,51829.6,893.8,10983.4,92000,89500,180,2000,22,71100,71500,51.9,1/1/2004 0:00,55.83014266,62.58559,20.0089,173.1868,79.63657,-10.95574
1297,Muscatine,IA,60,EAST CENTRAL,139,6436.2,55014.4,936.2,11187.6,91000,88000,135.3,2300,17.2,70400,70500,45.3,1/1/2005 0:00,57.10553118,64.0153,20.81237,142.3252,63.91796,6.42043
